num_jobs,service_time,eps,instance_number,rep_number,OPT,preemptive,non-preemptive,pre-non-pre
5.0,20000.0,0.001,1.0,100.0,750.3585928271742,794.9232970367343,752.7484049738779,782.5590273550928
5.0,20000.0,0.001,2.0,100.0,749.9773961058468,743.8783607892447,739.8598068603168,719.8207591971504
5.0,20000.0,0.001,3.0,100.0,749.7644248325688,758.5402051804152,725.6024717090582,712.8947900643087
5.0,20000.0,0.001,4.0,100.0,748.9768489880498,789.0227754211344,690.2651060009077,774.4742323814047
5.0,20000.0,0.001,5.0,100.0,749.4944051370572,806.4359991068809,790.1409852382088,810.1444522545787
5.0,20000.0,0.001,6.0,100.0,749.0771024062967,786.4214280418039,787.7128968069796,667.6302157776853
5.0,20000.0,0.001,7.0,100.0,749.9687521023151,694.2113845658023,752.0276674796318,824.1863669259598
5.0,20000.0,0.001,8.0,100.0,749.6891027869252,791.7486143439353,767.2534058558807,778.2665685596902
5.0,20000.0,0.001,9.0,100.0,749.410433712756,731.2596093237271,784.4224327800287,735.4704456969336
5.0,20000.0,0.001,10.0,100.0,749.9186471204576,786.1944553829318,790.0004072103128,790.392378441151
5.0,20000.0,0.001,11.0,100.0,749.761887265046,770.1210275051003,808.6296250559903,697.2638980006908
5.0,20000.0,0.001,12.0,100.0,749.6021550471112,744.8479645861232,776.1422725171274,719.7390050186863
5.0,20000.0,0.001,13.0,100.0,750.3799035182768,791.3317978105728,772.1466763478438,773.0971889743871
5.0,20000.0,0.001,14.0,100.0,749.7202247294922,784.178931260623,713.4323795932111,760.4219720459688
5.0,20000.0,0.001,15.0,100.0,750.4152104195587,763.5233508152537,763.2574513710298,787.0006652282707
5.0,20000.0,0.001,16.0,100.0,750.0195500720648,712.7453201257581,700.9814127250772,826.6742490072095
5.0,20000.0,0.001,17.0,100.0,749.7755277996222,759.4013681501393,713.9564007215653,743.4099341876477
5.0,20000.0,0.001,18.0,100.0,749.0246931852388,737.9247681429476,709.0269863053578,747.7815024093236
5.0,20000.0,0.001,19.0,100.0,750.2624246296599,756.0380160388735,756.028967787404,716.5717926318449
5.0,20000.0,0.001,20.0,100.0,749.7092220151892,728.5031524639122,737.3427713190613,728.287161795573
5.0,20000.0,0.001,21.0,100.0,749.5060231514522,778.1795680218788,791.3600543474413,755.6703760267807
5.0,20000.0,0.001,22.0,100.0,749.2994674017159,732.9790906013609,738.2455166520251,775.4152207919209
5.0,20000.0,0.001,23.0,100.0,749.4872741911363,830.7106650766292,702.1192080533713,717.9851371901518
5.0,20000.0,0.001,24.0,100.0,749.4351253172576,739.8358758780348,738.3384581134508,715.2531904311403
5.0,20000.0,0.001,25.0,100.0,749.5519959294228,744.4224508077527,706.2312910271753,813.6568334633107
5.0,20000.0,0.001,26.0,100.0,749.2806886029358,776.7908432296898,769.4554085351238,680.1064866581626
5.0,20000.0,0.001,27.0,100.0,749.8807210173088,690.0939205144491,729.3680258609583,797.848283135427
5.0,20000.0,0.001,28.0,100.0,749.3076174944079,781.2988172181282,745.7868304826701,804.5303714778831
5.0,20000.0,0.001,29.0,100.0,749.3953438471291,738.4134930286698,772.9520434729898,729.2401521865089
5.0,20000.0,0.001,30.0,100.0,749.7658140249733,710.3758558557596,716.5481354185986,722.5310469924184
5.0,20000.0,0.001,31.0,100.0,749.7988468564994,744.0825025240637,694.6571782258687,772.3110880414818
5.0,20000.0,0.001,32.0,100.0,749.4287188399059,764.0564495624009,749.0802567023163,745.5696557572495
5.0,20000.0,0.001,33.0,100.0,749.2938292068018,750.8415903192122,781.8474021970517,722.2370295350469
5.0,20000.0,0.001,34.0,100.0,749.4341948714628,775.2623576985901,813.4320409057201,752.8151727646393
5.0,20000.0,0.001,35.0,100.0,750.3708981022464,723.9221613664107,733.3501866857208,756.2803144680313
5.0,20000.0,0.001,36.0,100.0,749.1201761354683,718.7595982746817,667.3372098508896,723.8933694803453
5.0,20000.0,0.001,37.0,100.0,749.2167565784102,723.6213635677573,768.4547405919055,741.477125133618
5.0,20000.0,0.001,38.0,100.0,750.2986473907688,773.3542569377722,720.9606365179825,737.8412266092148
5.0,20000.0,0.001,39.0,100.0,750.3754804092167,768.163679593588,757.7514267503743,800.4321538169803
5.0,20000.0,0.001,40.0,100.0,749.2716388611905,754.2081938735557,767.1537285635512,684.641645582978
5.0,20000.0,0.001,41.0,100.0,749.7426814469882,702.4316936952698,863.5587196748886,714.5333729966839
5.0,20000.0,0.001,42.0,100.0,750.020815448627,763.2780242085205,801.5633434680307,718.0594920991458
5.0,20000.0,0.001,43.0,100.0,749.7090814934361,743.599838370661,679.6350276213698,776.1491646571666
5.0,20000.0,0.001,44.0,100.0,750.059497337822,807.0206494488408,734.6024015349179,747.5055376734731
5.0,20000.0,0.001,45.0,100.0,750.3980284758568,723.6140442542661,749.9444418052065,764.5641307499801
5.0,20000.0,0.001,46.0,100.0,750.2497378974214,766.7141641183348,723.3480224017082,765.9736677352984
5.0,20000.0,0.001,47.0,100.0,749.7956876282037,779.8422798686157,761.0883864148187,816.4725167808507
5.0,20000.0,0.001,48.0,100.0,749.9353962395151,756.7692736563351,833.5396149179393,795.5551102037856
5.0,20000.0,0.001,49.0,100.0,749.9309339669337,732.206911538571,749.6082282584946,694.791289561783
5.0,20000.0,0.001,50.0,100.0,749.4699703276871,720.4992932625548,723.4056666326453,754.7542866058052
5.0,20000.0,0.001,51.0,100.0,749.2355905519826,780.3388473939583,695.3845077601935,692.1563465758153
5.0,20000.0,0.001,52.0,100.0,750.4072876498549,820.1748572228139,705.3902768179379,735.4087084681929
5.0,20000.0,0.001,53.0,100.0,750.750041223783,741.8469223222678,723.1360043411722,764.8269908711283
5.0,20000.0,0.001,54.0,100.0,749.1142577736441,713.8943230466452,724.4895753104088,774.0301197502043
5.0,20000.0,0.001,55.0,100.0,749.506880309279,715.307445990088,750.860866491766,722.2268559992857
5.0,20000.0,0.001,56.0,100.0,749.7865644176442,737.1433813849915,744.3592670332837,806.1606380351964
5.0,20000.0,0.001,57.0,100.0,749.0814242781639,764.2262049306952,802.2013155181359,757.517961294852
5.0,20000.0,0.001,58.0,100.0,749.1956634650471,792.3846506035602,747.1049805178346,769.4810146661276
5.0,20000.0,0.001,59.0,100.0,749.8345881421025,730.6407037239937,753.5259254369525,705.1174649563037
5.0,20000.0,0.001,60.0,100.0,750.5608015784857,716.861214966167,732.0679097061363,790.7443443830967
5.0,20000.0,0.001,61.0,100.0,749.4458189002252,742.7133384998638,694.0585123607857,744.7554244301492
5.0,20000.0,0.001,62.0,100.0,749.7404897933448,686.0471117056071,763.6628870191141,716.1247048624791
5.0,20000.0,0.001,63.0,100.0,749.3308304187165,735.9493039828185,716.8991076993171,716.3761780929207
5.0,20000.0,0.001,64.0,100.0,749.618208052624,737.8597052948602,713.4774279912803,715.0713352468679
5.0,20000.0,0.001,65.0,100.0,749.548068741896,784.6432981618791,816.2577589340417,785.8610699407884
5.0,20000.0,0.001,66.0,100.0,749.4576420644472,779.268672832563,838.7281407667662,709.5132626109194
5.0,20000.0,0.001,67.0,100.0,749.494611298725,774.4953512914345,713.5945130716786,736.0163682340648
5.0,20000.0,0.001,68.0,100.0,750.1741022173767,731.5818632907918,746.5386050683843,785.5061212711531
5.0,20000.0,0.001,69.0,100.0,749.0562120918445,745.1091374522035,789.7453970642221,783.7619508737203
5.0,20000.0,0.001,70.0,100.0,749.0564419325203,764.8745241672087,778.4467581125937,740.8437050007651
5.0,20000.0,0.001,71.0,100.0,749.6275174151285,787.9434790218255,763.4310678760761,781.9625376056697
5.0,20000.0,0.001,72.0,100.0,749.677381799741,661.0342912910872,826.5750076202053,746.6904851682672
5.0,20000.0,0.001,73.0,100.0,749.9971620723967,746.6129607696785,738.8186835418088,775.9141325035408
5.0,20000.0,0.001,74.0,100.0,750.5086783795326,753.2528407119772,728.3962917601763,755.1370214732907
5.0,20000.0,0.001,75.0,100.0,749.5760814382922,769.4629249671196,753.0220457730135,772.185910095222
5.0,20000.0,0.001,76.0,100.0,749.8705061168978,770.2320252505908,736.1417784515797,720.7634033647397
5.0,20000.0,0.001,77.0,100.0,749.1640737725065,787.8036980855603,760.3679701297577,794.5936191615077
5.0,20000.0,0.001,78.0,100.0,750.1622471541227,738.7043405649123,789.4038028513643,897.8416857851238
5.0,20000.0,0.001,79.0,100.0,749.3846207003055,763.19170030282,793.1938929804184,771.1468150684273
5.0,20000.0,0.001,80.0,100.0,749.2992437727063,754.7043617078224,788.5127625192098,748.0077017195093
5.0,20000.0,0.001,81.0,100.0,749.2150415945828,766.866947966288,768.3960967489686,731.5665350623636
5.0,20000.0,0.001,82.0,100.0,749.6450795903745,697.3391880879782,693.1300965131802,718.6449762502498
5.0,20000.0,0.001,83.0,100.0,749.39619939258,713.4439812169722,673.4602810605709,743.1486104420446
5.0,20000.0,0.001,84.0,100.0,749.5658699270211,778.9209633785173,785.532870981479,742.4814517974529
5.0,20000.0,0.001,85.0,100.0,749.1207246067153,808.1082448850261,797.0303341291097,744.4618358279849
5.0,20000.0,0.001,86.0,100.0,749.2242548114829,748.305142846159,757.0845964280487,811.0000330412257
5.0,20000.0,0.001,87.0,100.0,749.3890800346719,709.6516781376372,758.8919604255805,768.9413383276932
5.0,20000.0,0.001,88.0,100.0,749.5189317366887,750.9303077192578,722.2215153657593,731.3137046851291
5.0,20000.0,0.001,89.0,100.0,750.2930241086052,720.8085942470627,780.2583208402295,727.0131209997028
5.0,20000.0,0.001,90.0,100.0,750.2143022523024,746.5057141266824,780.7107355710558,746.5901954830067
5.0,20000.0,0.001,91.0,100.0,749.3748124556598,765.9687437101406,804.2802511092599,770.0141555323676
5.0,20000.0,0.001,92.0,100.0,749.1063539072752,752.2760285707429,711.7621313087227,798.8555319973852
5.0,20000.0,0.001,93.0,100.0,749.0956084121433,717.1088977727393,775.3963022621962,785.7779584591859
5.0,20000.0,0.001,94.0,100.0,749.8631201030611,725.9740728125987,715.1916452255364,756.0341563665663
5.0,20000.0,0.001,95.0,100.0,749.9236559368982,823.3218150335298,737.5648471465387,741.5022364464469
5.0,20000.0,0.001,96.0,100.0,749.6744722654622,800.9519369284767,820.9938239013292,741.1416071548648
5.0,20000.0,0.001,97.0,100.0,749.3750090386734,713.7957181893504,675.775604782861,704.756720385999
5.0,20000.0,0.001,98.0,100.0,749.5518263450623,752.8867298898415,777.0488407413942,672.0416909149683
5.0,20000.0,0.001,99.0,100.0,749.4138935107749,721.3525724076108,732.7437615543677,780.1921425861754
5.0,20000.0,0.001,100.0,100.0,749.9742091186789,728.2551558070422,766.7003253500313,702.1735217848312
5.0,20000.0,0.1,1.0,100.0,715.8949675032202,789.0294145080313,854.3992101740554,745.0075990231658
5.0,20000.0,0.1,2.0,100.0,670.7906824365087,617.1809199270136,682.8983943116326,714.0729180484958
5.0,20000.0,0.1,3.0,100.0,753.8311520690692,718.5549427704387,785.3653938855279,721.7808649422177
5.0,20000.0,0.1,4.0,100.0,676.1648541496683,668.0346372285334,667.0328485686911,651.4009269388972
5.0,20000.0,0.1,5.0,100.0,689.729570754243,704.2207941377126,632.9548794482249,738.1364823103368
5.0,20000.0,0.1,6.0,100.0,639.5974796781973,631.8149435369156,686.3987733367118,623.7939984859521
5.0,20000.0,0.1,7.0,100.0,769.8568379865919,797.0807713137875,738.2952714117984,787.8981411883632
5.0,20000.0,0.1,8.0,100.0,714.7924621447785,751.9843636214787,777.3044504958066,680.4377748615327
5.0,20000.0,0.1,9.0,100.0,645.2730115400366,643.1068644707752,642.1230092905083,643.5410241127744
5.0,20000.0,0.1,10.0,100.0,703.6735483503735,689.7467386370938,710.5245991654306,669.9251615271803
5.0,20000.0,0.1,11.0,100.0,656.5249191052103,642.9409395976332,738.0988989955673,666.8072569543916
5.0,20000.0,0.1,12.0,100.0,678.8240042926387,715.1083168678418,692.0211721744904,702.0420598511473
5.0,20000.0,0.1,13.0,100.0,707.5324828778676,678.2491406996241,708.9278063037738,699.8207944461534
5.0,20000.0,0.1,14.0,100.0,706.6256235266836,726.3511296319717,687.2871393592834,697.3877217438031
5.0,20000.0,0.1,15.0,100.0,714.2312191789565,711.2061127881587,735.5543866587578,705.1100809480909
5.0,20000.0,0.1,16.0,100.0,723.6713153601899,712.1850728468254,715.7441114921593,766.5182961167293
5.0,20000.0,0.1,17.0,100.0,731.1888014428678,752.5864313603357,819.1702044641228,805.3478065070012
5.0,20000.0,0.1,18.0,100.0,737.7471678577742,708.3568980781369,741.1713805196061,740.2197935998967
5.0,20000.0,0.1,19.0,100.0,675.7513897002891,665.9623306619525,737.9556706372063,723.1604583798489
5.0,20000.0,0.1,20.0,100.0,683.3829344072786,728.6652002313634,679.3450534347876,699.9638963681102
5.0,20000.0,0.1,21.0,100.0,777.4956559118131,730.6519383371684,879.552236057775,784.6789924271786
5.0,20000.0,0.1,22.0,100.0,684.2946405919713,657.2800643062643,725.1047492284157,696.2512601444797
5.0,20000.0,0.1,23.0,100.0,654.6168830622331,669.7716039284272,700.9896737544301,641.5904598723002
5.0,20000.0,0.1,24.0,100.0,680.0780573587963,671.3724357061258,658.5138424755618,696.085771159483
5.0,20000.0,0.1,25.0,100.0,635.0319525959328,664.6575961223263,667.1586039892634,660.2720048115339
5.0,20000.0,0.1,26.0,100.0,720.3563328628661,750.9619769718448,747.9769746549753,729.7907031028967
5.0,20000.0,0.1,27.0,100.0,706.4809454065172,760.8859104667247,758.4188154146046,747.2159174390907
5.0,20000.0,0.1,28.0,100.0,810.0721079033623,834.9578746763806,814.7202827755151,867.2964384900722
5.0,20000.0,0.1,29.0,100.0,721.4904838074917,725.9296326957904,717.9640721954734,695.5028460505057
5.0,20000.0,0.1,30.0,100.0,744.433964339167,683.2554419608794,773.4568434922319,768.3072534858417
5.0,20000.0,0.1,31.0,100.0,659.8862588106238,677.2255818411472,707.8695011818878,660.0344735549683
5.0,20000.0,0.1,32.0,100.0,709.6660561649126,652.4140854874847,792.5194690523464,724.3710734778786
5.0,20000.0,0.1,33.0,100.0,695.6423992197737,596.9723025709508,731.3979523261831,692.6652229630291
5.0,20000.0,0.1,34.0,100.0,753.4083364630801,802.2339591137718,810.4565734060349,806.9978370872934
5.0,20000.0,0.1,35.0,100.0,686.0434865773927,730.7746828274215,695.7729847020389,694.74360164441
5.0,20000.0,0.1,36.0,100.0,740.0232418027298,713.8935940150218,784.0695047800702,792.6641660603813
5.0,20000.0,0.1,37.0,100.0,719.255351363851,685.5249775679721,761.8565418549942,703.1161770769687
5.0,20000.0,0.1,38.0,100.0,737.7850688450093,743.7534012792082,737.4047619721626,701.6315459151082
5.0,20000.0,0.1,39.0,100.0,730.1536981787465,799.1738529682171,840.735691437176,765.0362115357094
5.0,20000.0,0.1,40.0,100.0,730.2347224920065,699.4471697638305,721.4112790319248,700.3501468184119
5.0,20000.0,0.1,41.0,100.0,698.8500352079573,708.3290786009436,717.2017080833738,730.3708444033151
5.0,20000.0,0.1,42.0,100.0,696.8883039201972,706.8740995018849,683.6410934410283,657.6139408141007
5.0,20000.0,0.1,43.0,100.0,670.966309996856,636.6635485599238,680.3648986325496,677.9687761773015
5.0,20000.0,0.1,44.0,100.0,776.2457998785367,795.210292186574,851.0787944840814,775.5021538467306
5.0,20000.0,0.1,45.0,100.0,714.5255844643613,750.2256573309802,730.0616359009073,705.784551440449
5.0,20000.0,0.1,46.0,100.0,773.8604513249634,837.6217821195627,751.518323203965,800.3702798364418
5.0,20000.0,0.1,47.0,100.0,717.7984088905338,702.1204532510434,712.1073071283812,735.4264352927628
5.0,20000.0,0.1,48.0,100.0,695.3394055956392,735.820153966375,720.6882189613541,777.3881977769045
5.0,20000.0,0.1,49.0,100.0,727.9457380343688,696.7383550228172,738.5211926922177,705.3445337732991
5.0,20000.0,0.1,50.0,100.0,779.806939292404,795.7300042941431,855.2137447643181,759.9546948632408
5.0,20000.0,0.1,51.0,100.0,751.2762217140597,814.0897511058888,737.5719957539209,717.8698696129541
5.0,20000.0,0.1,52.0,100.0,725.5067207550078,744.4902150180278,687.9400821898671,736.3548182835518
5.0,20000.0,0.1,53.0,100.0,704.7607667718237,754.0220746641305,732.8252680195473,685.4656981402591
5.0,20000.0,0.1,54.0,100.0,753.6936351885538,798.0987059712945,748.1258856056066,756.9891932209392
5.0,20000.0,0.1,55.0,100.0,682.3606812167781,662.2857513386739,649.1013250635713,676.0506556383081
5.0,20000.0,0.1,56.0,100.0,667.6327398311632,633.2701588678407,661.8181192176668,649.4910837863866
5.0,20000.0,0.1,57.0,100.0,716.8795106970404,701.3753737116666,643.4827079715905,722.1882673166098
5.0,20000.0,0.1,58.0,100.0,717.1017133653827,781.0250239490275,741.8956488736346,676.5559462812339
5.0,20000.0,0.1,59.0,100.0,736.0372163321349,731.0683766094487,768.5875712149514,727.7767111307312
5.0,20000.0,0.1,60.0,100.0,731.333581659871,754.2628196269384,688.3107119293712,759.8656602472028
5.0,20000.0,0.1,61.0,100.0,664.5880800108582,691.9784914680786,724.7786544921249,676.5437590147893
5.0,20000.0,0.1,62.0,100.0,682.1829050385054,677.7350141612155,699.8351967889544,677.6603515277774
5.0,20000.0,0.1,63.0,100.0,648.3013192964388,611.9503650261646,649.2558443455102,650.6940229288269
5.0,20000.0,0.1,64.0,100.0,745.3471147311984,750.0226273887097,744.9573040545207,731.0789796267592
5.0,20000.0,0.1,65.0,100.0,663.5264933413972,666.4403808169492,701.2115090282931,708.4375890902377
5.0,20000.0,0.1,66.0,100.0,665.1223106029312,657.7799692673798,694.8190633164412,684.6125890325411
5.0,20000.0,0.1,67.0,100.0,654.5133945225098,659.0941864002191,699.8763597089875,632.4873738093794
5.0,20000.0,0.1,68.0,100.0,714.9409167721915,710.2884072066562,801.9629784220348,718.7232194339175
5.0,20000.0,0.1,69.0,100.0,682.9825705548296,663.9058573345881,690.7673033054127,628.099190446798
5.0,20000.0,0.1,70.0,100.0,721.0115968272528,748.7706673887352,752.8004191222583,721.4742874065543
5.0,20000.0,0.1,71.0,100.0,668.538462527339,648.2840905449947,740.6064438785071,758.4648953346684
5.0,20000.0,0.1,72.0,100.0,710.8213621705197,696.9927632276068,729.5511140461066,726.7306115762262
5.0,20000.0,0.1,73.0,100.0,659.6966468543956,681.6649498663243,721.9359578513098,715.803433479694
5.0,20000.0,0.1,74.0,100.0,689.5741273058412,707.6426058090709,759.8713590189765,707.546071929469
5.0,20000.0,0.1,75.0,100.0,756.6429251789426,778.4324110924745,787.7359474796492,762.6330335128316
5.0,20000.0,0.1,76.0,100.0,723.6014330931832,715.4163115209067,780.4804522660852,738.0524348880485
5.0,20000.0,0.1,77.0,100.0,763.6212461355858,717.284225483584,797.0117300984621,780.8110151619984
5.0,20000.0,0.1,78.0,100.0,734.0298998774667,709.5563753475765,722.9458704582802,735.7669861705562
5.0,20000.0,0.1,79.0,100.0,666.0046890199874,670.9776057634252,700.5217270890547,645.5309190714503
5.0,20000.0,0.1,80.0,100.0,702.0117348030552,687.2211360530638,738.581744972279,661.6659670584353
5.0,20000.0,0.1,81.0,100.0,689.527264066545,679.5430534912763,736.1303220237552,723.3487183878656
5.0,20000.0,0.1,82.0,100.0,766.7091783003293,779.5671737616666,709.8354914531488,806.6523676032881
5.0,20000.0,0.1,83.0,100.0,748.7563859299413,705.6155577870547,816.1420172357728,753.1976752388167
5.0,20000.0,0.1,84.0,100.0,681.1332318056346,700.484182653071,682.7266148972354,689.7719297559779
5.0,20000.0,0.1,85.0,100.0,782.2240810551671,812.2490936588454,781.8136665465038,786.2222193166116
5.0,20000.0,0.1,86.0,100.0,732.2221744601356,730.0293076127133,731.6843681791388,715.8270597933156
5.0,20000.0,0.1,87.0,100.0,748.3970128025708,686.527948264188,747.7230986534862,733.4472650369804
5.0,20000.0,0.1,88.0,100.0,758.3753143554228,864.4397876575372,783.96020929536,770.0784452862225
5.0,20000.0,0.1,89.0,100.0,707.6352561727682,676.5599172148349,707.6422973965422,703.2525096839604
5.0,20000.0,0.1,90.0,100.0,709.0251368434973,677.5530424170507,702.0438063601488,667.4815309613966
5.0,20000.0,0.1,91.0,100.0,741.9502048662781,756.7656654024565,809.4469596057097,765.6999714685487
5.0,20000.0,0.1,92.0,100.0,689.4351151877513,665.2608998919312,703.6438722054013,684.6306248762343
5.0,20000.0,0.1,93.0,100.0,730.3883937718448,685.7059407420303,796.256288942251,776.5476898354776
5.0,20000.0,0.1,94.0,100.0,670.4879616206432,665.3413201222345,652.9358480876402,729.4527862576475
5.0,20000.0,0.1,95.0,100.0,689.5925875201121,695.378535830843,739.491045020804,655.5205672305441
5.0,20000.0,0.1,96.0,100.0,671.7339851000154,707.2561128718866,722.5020040459102,713.9827130465967
5.0,20000.0,0.1,97.0,100.0,734.305520872098,721.5290644822791,737.4460428837112,680.9649666250624
5.0,20000.0,0.1,98.0,100.0,665.0388615381341,684.0023316134117,714.8404082606364,672.5656236548517
5.0,20000.0,0.1,99.0,100.0,628.7794775970435,656.0982539382418,626.0745795281739,666.5703125533572
5.0,20000.0,0.1,100.0,100.0,694.6687369363636,723.8083930432992,736.0942949510554,724.3111458640207
5.0,20000.0,0.2,1.0,100.0,706.5628209944897,721.304540965969,791.2590009484156,608.5443818383392
5.0,20000.0,0.2,2.0,100.0,529.772477910914,501.5011338008294,578.8835142688763,532.3989088774638
5.0,20000.0,0.2,3.0,100.0,663.6227420237435,692.8856235444589,644.2851542182904,706.6683220828021
